origin_zone_id,destination_zone_id,base_demand,distance_km,source_flow
150,130,0.070575,5.5947,68781.666656
120,132,0.070516,6.2302,68724.025101
142,143,0.070309,5.57,68521.858502
177,159,0.06943,5.6029,67665.153715
178,159,0.069184,7.8973,67426.024435
117,150,0.068978,13.9546,67225.3986
131,130,0.068567,5.5699,66824.241328
168,160,0.067606,6.2336,65888.065124
151,170,0.067292,5.5861,65582.316563
169,170,0.067184,5.5697,65476.862874
162,163,0.066668,5.5698,64974.01206
169,179,0.066431,6.2317,64742.52623
121,153,0.066093,10.046,64413.764805
160,149,0.066002,6.2337,64324.38621
109,141,0.065901,13.9472,64226.634477
130,131,0.06572,5.5699,64049.491
171,151,0.064814,7.8855,63166.461945
158,149,0.064436,6.2355,62798.044771
148,149,0.064361,5.5697,62725.00359
117,129,0.063908,6.2357,62283.619243
149,169,0.063859,7.8973,62235.666094
170,160,0.063694,6.2318,62075.745996
178,179,0.062768,5.5697,61172.958659
141,162,0.06198,7.8856,60405.010094
163,143,0.061614,5.5694,60048.529137
161,142,0.061187,7.8856,59631.660296
161,179,0.060714,5.5861,59171.480092
130,139,0.060417,6.2338,58882.002301
109,139,0.059722,8.4048,58204.036601
151,153,0.05961,11.1398,58094.782872
131,152,0.058773,7.8856,57279.03196
139,118,0.058682,5.6032,57190.894171
138,139,0.058489,5.5698,57002.680325
148,139,0.058063,6.2356,56587.466496
168,139,0.058021,8.4045,56546.539393
129,131,0.057807,11.1398,56337.778943
177,169,0.057741,6.2336,56273.252922
151,130,0.057644,7.8916,56179.057649
138,140,0.057603,11.1396,56139.193943
121,152,0.057175,8.3668,55722.186683
152,143,0.057121,6.2282,55669.187537
170,152,0.05699,7.8855,55541.709557
151,149,0.056935,11.1396,55488.369548
141,160,0.056847,7.8915,55401.886996
169,139,0.055815,10.0773,54396.792342
129,109,0.055684,5.6032,54268.61037
161,131,0.055188,8.3793,53785.037437
162,169,0.055099,11.4843,53699.075295
149,148,0.054796,5.5697,53403.551093
131,121,0.054393,6.2302,53010.591666
140,142,0.054384,11.1398,53001.513026
177,151,0.053969,13.9467,52597.364296
129,160,0.05394,10.0774,52569.503677
172,151,0.053385,12.458,52028.502331
171,141,0.053098,10.0563,51748.652312
161,132,0.052983,10.0564,51636.146161
139,160,0.052977,7.8974,51630.848051
118,159,0.052818,11.2062,51476.110838
140,132,0.052607,11.4847,51269.671775
162,160,0.05259,11.1396,51253.847253
153,161,0.05254,11.4835,51204.986164
118,131,0.052396,11.4858,51064.206224
160,139,0.052085,7.8974,50761.787853
150,142,0.051969,11.4846,50647.775556
169,131,0.051558,12.4913,50247.895953
138,149,0.051427,6.2356,50120.021145
143,163,0.051319,5.5694,50014.754409
178,149,0.051191,10.0772,49889.84636
171,152,0.051092,5.5777,49793.579644
170,142,0.051044,10.0563,49746.997354
120,142,0.050969,7.8857,49673.413088
141,139,0.050773,11.1397,49482.533122
172,162,0.050686,6.2281,49397.49359
109,151,0.050678,15.7892,49389.734659
172,141,0.050628,13.9317,49341.150397
150,132,0.050444,12.462,49162.297093
159,178,0.050388,7.8973,49107.426202
150,152,0.050386,11.1397,49105.780422
117,139,0.050344,7.9035,49064.90892
158,139,0.050167,7.9034,48891.719382
131,161,0.05016,8.3793,48885.497581
178,170,0.050073,6.2317,48800.381282
152,163,0.049852,6.2281,48585.005449
171,153,0.049692,7.8795,48429.462284
179,162,0.04952,7.8854,48261.188835
169,162,0.049334,11.4843,48080.24566
162,179,0.049309,7.8854,48056.254445
171,150,0.04908,12.4617,47832.429449
178,168,0.048671,6.2336,47434.011511
143,162,0.048591,7.8796,47356.177104
151,159,0.04853,11.4854,47296.761496
140,152,0.048481,11.4846,47249.092042
109,118,0.048429,2.8016,47198.101491
163,161,0.048387,11.1397,47157.265938
159,131,0.048233,13.9469,47007.492812
177,149,0.048144,8.4044,46920.935731
151,139,0.048023,11.4855,46802.969987
143,133,0.047904,2.7847,46686.68364
141,121,0.047778,7.8857,46563.354238
179,160,0.047708,7.8913,46495.282281
132,129,0.047513,16.7098,46305.467573
139,131,0.047239,11.4856,46038.158296
141,149,0.047153,11.4855,45954.693933
150,168,0.047071,7.8973,45875.140546
131,153,0.046871,12.4583,45679.789646
141,169,0.04685,10.0668,45659.632469
140,118,0.046775,7.8976,45585.854765
188,150,0.046281,21.8101,45104.818626
150,170,0.046082,7.8914,44911.172585
131,162,0.046082,10.0564,44910.464416
117,141,0.04586,17.6228,44694.079021
159,132,0.045854,18.6957,44688.838128
152,169,0.045651,12.4617,44490.460177
159,152,0.045607,16.9416,44447.535392
