zone_id,name,centroid_x,centroid_y,population_proxy,jobs_proxy,poi_count,zone_type
0,NIR1 full SPb zone 0,0.0,14.581481049103894,826.0711980562619,4.0,4,mixed
1,NIR1 full SPb zone 1,0.07484473060790332,15.972264756945894,385.0816698638836,1.0,1,mixed
2,NIR1 full SPb zone 2,0.5457466879447748,11.762825426985277,0.0,1.0,1,inactive_or_water
3,NIR1 full SPb zone 3,0.6194617799918487,13.15363367296732,0.0,1.0,1,inactive_or_water
4,NIR1 full SPb zone 4,0.6932142115311435,14.54444858527137,204.4476141475749,2.0,2,mixed
5,NIR1 full SPb zone 5,0.7670039263991348,15.935270157219376,1197.2484987826297,16.0,16,mixed
6,NIR1 full SPb zone 6,1.168463712234865,10.335405798486201,0.0,1.0,1,inactive_or_water
7,NIR1 full SPb zone 7,1.2410880041394703,11.726244361273478,0.0,1.0,1,inactive_or_water
8,NIR1 full SPb zone 8,1.3137491628365532,13.117089708439773,0.0,1.0,1,inactive_or_water
9,NIR1 full SPb zone 9,1.3864471329956722,14.507941833217396,0.0,1.0,1,inactive_or_water
10,NIR1 full SPb zone 10,1.4591818592561758,15.898800728813745,951.0025235403862,5.0,5,mixed
11,NIR1 full SPb zone 11,1.7933422696210473,8.908446936688152,287.0276068137788,1.0,1,mixed
12,NIR1 full SPb zone 12,1.8648767922524712,10.29931505267555,0.0,1.0,1,inactive_or_water
13,NIR1 full SPb zone 13,1.9364477071042057,11.690190069708974,0.0,1.0,1,inactive_or_water
14,NIR1 full SPb zone 14,2.0080549596781347,13.08107198092807,0.0,1.0,1,inactive_or_water
15,NIR1 full SPb zone 15,2.079698495446166,14.471960779453395,0.0,1.0,1,inactive_or_water
16,NIR1 full SPb zone 16,2.151378259850433,15.862856458381982,481.0627630929824,2.0,2,mixed
17,NIR1 full SPb zone 17,2.223094198303268,17.253759010790148,12272.248912112043,1.0,1,residential
18,NIR1 full SPb zone 18,2.4203804741272035,7.481950766116613,2233.1402713436614,6.0,6,mixed
19,NIR1 full SPb zone 19,2.4908262611047394,8.872847676319768,72.05767590735033,5.0,5,mixed
20,NIR1 full SPb zone 20,2.5613079638626512,10.263751602835953,15.01062556158523,4.0,4,mixed
21,NIR1 full SPb zone 21,2.6318255287343053,11.654662538717268,0.1522756741971385,1.0,1,inactive_or_water
22,NIR1 full SPb zone 22,2.702378902023367,13.045580476996022,0.0,1.0,1,inactive_or_water
23,NIR1 full SPb zone 23,2.77296803000434,14.436505410681944,0.0,1.0,1,inactive_or_water
24,NIR1 full SPb zone 24,2.8435928589220567,15.827437332762173,1640.435658025042,15.0,15,mixed
25,NIR1 full SPb zone 25,2.9142533349920705,17.218376236202893,3240.767641855271,1.0,1,mixed
